"WebID","WebScale","WebUnit","PredTSN","PreyTSN","PredName","PreyName"
180,"Q","43","san102","79452","Zooplankton complex","Mytilus"
180,"Q","43","69731","89592","Lottia","Chthamalus dalli"
180,"Q","43","san102","89592","Zooplankton complex","Chthamalus dalli"
180,"Q","43","155471","san102","Gymnolaemata","Zooplankton complex"
180,"Q","43","68076","san102","Sabellidae","Zooplankton complex"
180,"Q","43","79452","san102","Mytilus","Zooplankton complex"
180,"Q","43","89592","san102","Chthamalus dalli","Zooplankton complex"
180,"Q","43","89687","san102","Semibalanus balanoides","Zooplankton complex"
180,"Q","43","san102","san102","Zooplankton complex","Zooplankton complex"
180,"Q","43","65870","san102","Nereididae","Zooplankton complex"
180,"Q","43","san267","san102","Phytoplankton complex","Zooplankton complex"
180,"Q","43","70395","san102","Littorina","Zooplankton complex"
180,"Q","43","70395","san21","Littorina","Neorhodomela"
180,"Q","43","70395","san252","Littorina","Brown crust complex"
180,"Q","43","69731","san252","Lottia","Brown crust complex"
180,"Q","43","68076","san266","Sabellidae","Detritus complex"
180,"Q","43","79452","san266","Mytilus","Detritus complex"
180,"Q","43","san102","san266","Zooplankton complex","Detritus complex"
180,"Q","43","89687","san266","Semibalanus balanoides","Detritus complex"
180,"Q","43","89592","san266","Chthamalus dalli","Detritus complex"
180,"Q","43","70395","san266","Littorina","Detritus complex"
180,"Q","43","65870","san266","Nereididae","Detritus complex"
180,"Q","43","69731","san267","Lottia","Phytoplankton complex"
180,"Q","43","79452","san267","Mytilus","Phytoplankton complex"
180,"Q","43","70395","san267","Littorina","Phytoplankton complex"
180,"Q","43","65870","san267","Nereididae","Phytoplankton complex"
180,"Q","43","568350","san267","Tectura persona","Phytoplankton complex"
180,"Q","43","san267","san267","Phytoplankton complex","Phytoplankton complex"
180,"Q","43","155471","san267","Gymnolaemata","Phytoplankton complex"
180,"Q","43","68076","san267","Sabellidae","Phytoplankton complex"
180,"Q","43","san102","san267","Zooplankton complex","Phytoplankton complex"
180,"Q","43","89687","san267","Semibalanus balanoides","Phytoplankton complex"
180,"Q","43","89592","san267","Chthamalus dalli","Phytoplankton complex"
180,"Q","43","568350","san272","Tectura persona","Biofilm complex"
180,"Q","43","69731","san272","Lottia","Biofilm complex"
180,"Q","43","70395","san272","Littorina","Biofilm complex"
180,"Q","43","san102","san272","Zooplankton complex","Biofilm complex"
181,"Q","43","69731","11334","Lottia","Fucus"
181,"Q","43","70395","11334","Littorina","Fucus"
181,"Q","43","70395","11540","Littorina","Porphyra"
181,"Q","43","70395","14050","Littorina","Verrucaria"
181,"Q","43","san102","202421","Zooplankton complex","Bacteria"
181,"Q","43","san267","202421","Phytoplankton complex","Bacteria"
181,"Q","43","69731","2286","Lottia","Bacillariophyta"
181,"Q","43","70395","2286","Littorina","Bacillariophyta"
181,"Q","43","89687","2286","Semibalanus balanoides","Bacillariophyta"
181,"Q","43","san267","2286","Phytoplankton complex","Bacillariophyta"
181,"Q","43","san102","2286","Zooplankton complex","Bacillariophyta"
181,"Q","43","79452","2286","Mytilus","Bacillariophyta"
181,"Q","43","san102","601","Zooplankton complex","Cyanophycota"
181,"Q","43","san267","601","Phytoplankton complex","Cyanophycota"
181,"Q","43","69731","601","Lottia","Cyanophycota"
181,"Q","43","70395","601","Littorina","Cyanophycota"
181,"Q","43","san102","70395","Zooplankton complex","Littorina"
181,"Q","43","san102","79452","Zooplankton complex","Mytilus"
181,"Q","43","69731","89592","Lottia","Chthamalus dalli"
181,"Q","43","san102","89592","Zooplankton complex","Chthamalus dalli"
181,"Q","43","79452","san102","Mytilus","Zooplankton complex"
181,"Q","43","89592","san102","Chthamalus dalli","Zooplankton complex"
181,"Q","43","san102","san102","Zooplankton complex","Zooplankton complex"
181,"Q","43","san267","san102","Phytoplankton complex","Zooplankton complex"
181,"Q","43","70395","san102","Littorina","Zooplankton complex"
181,"Q","43","89687","san102","Semibalanus balanoides","Zooplankton complex"
181,"Q","43","70395","san21","Littorina","Neorhodomela"
181,"Q","43","69731","san252","Lottia","Brown crust complex"
181,"Q","43","70395","san252","Littorina","Brown crust complex"
181,"Q","43","70395","san266","Littorina","Detritus complex"
181,"Q","43","89592","san266","Chthamalus dalli","Detritus complex"
181,"Q","43","79452","san266","Mytilus","Detritus complex"
181,"Q","43","san102","san266","Zooplankton complex","Detritus complex"
181,"Q","43","89687","san266","Semibalanus balanoides","Detritus complex"
181,"Q","43","69731","san267","Lottia","Phytoplankton complex"
181,"Q","43","79452","san267","Mytilus","Phytoplankton complex"
181,"Q","43","san102","san267","Zooplankton complex","Phytoplankton complex"
181,"Q","43","89687","san267","Semibalanus balanoides","Phytoplankton complex"
181,"Q","43","san267","san267","Phytoplankton complex","Phytoplankton complex"
181,"Q","43","70395","san267","Littorina","Phytoplankton complex"
181,"Q","43","89592","san267","Chthamalus dalli","Phytoplankton complex"
181,"Q","43","69731","san272","Lottia","Biofilm complex"
181,"Q","43","san102","san272","Zooplankton complex","Biofilm complex"
181,"Q","43","70395","san272","Littorina","Biofilm complex"
182,"Q","43","70395","11334","Littorina","Fucus"
182,"Q","43","69731","11334","Lottia","Fucus"
182,"Q","43","70395","11540","Littorina","Porphyra"
182,"Q","43","70395","14050","Littorina","Verrucaria"
182,"Q","43","san102","202421","Zooplankton complex","Bacteria"
182,"Q","43","san267","202421","Phytoplankton complex","Bacteria"
182,"Q","43","69731","2286","Lottia","Bacillariophyta"
182,"Q","43","70395","2286","Littorina","Bacillariophyta"
182,"Q","43","san102","2286","Zooplankton complex","Bacillariophyta"
182,"Q","43","79452","2286","Mytilus","Bacillariophyta"
182,"Q","43","san267","2286","Phytoplankton complex","Bacillariophyta"
182,"Q","43","89687","2286","Semibalanus balanoides","Bacillariophyta"
182,"Q","43","san102","601","Zooplankton complex","Cyanophycota"
182,"Q","43","70395","601","Littorina","Cyanophycota"
182,"Q","43","san267","601","Phytoplankton complex","Cyanophycota"
182,"Q","43","69731","601","Lottia","Cyanophycota"
182,"Q","43","san102","70395","Zooplankton complex","Littorina"
182,"Q","43","san102","79452","Zooplankton complex","Mytilus"
182,"Q","43","89687","san102","Semibalanus balanoides","Zooplankton complex"
182,"Q","43","70395","san102","Littorina","Zooplankton complex"
182,"Q","43","san267","san102","Phytoplankton complex","Zooplankton complex"
182,"Q","43","san102","san102","Zooplankton complex","Zooplankton complex"
182,"Q","43","79452","san102","Mytilus","Zooplankton complex"
182,"Q","43","69731","san252","Lottia","Brown crust complex"
182,"Q","43","70395","san252","Littorina","Brown crust complex"
182,"Q","43","70395","san266","Littorina","Detritus complex"
182,"Q","43","san102","san266","Zooplankton complex","Detritus complex"
182,"Q","43","79452","san266","Mytilus","Detritus complex"
182,"Q","43","89687","san266","Semibalanus balanoides","Detritus complex"
182,"Q","43","69731","san267","Lottia","Phytoplankton complex"
182,"Q","43","san267","san267","Phytoplankton complex","Phytoplankton complex"
182,"Q","43","san102","san267","Zooplankton complex","Phytoplankton complex"
182,"Q","43","89687","san267","Semibalanus balanoides","Phytoplankton complex"
182,"Q","43","79452","san267","Mytilus","Phytoplankton complex"
182,"Q","43","70395","san267","Littorina","Phytoplankton complex"
182,"Q","43","69731","san272","Lottia","Biofilm complex"
182,"Q","43","san102","san272","Zooplankton complex","Biofilm complex"
182,"Q","43","70395","san272","Littorina","Biofilm complex"
183,"Q","43","san102","202421","Zooplankton complex","Bacteria"
183,"Q","43","san267","202421","Phytoplankton complex","Bacteria"
183,"Q","43","san267","2286","Phytoplankton complex","Bacillariophyta"
183,"Q","43","san102","2286","Zooplankton complex","Bacillariophyta"
183,"Q","43","san102","601","Zooplankton complex","Cyanophycota"
183,"Q","43","san267","601","Phytoplankton complex","Cyanophycota"
183,"Q","43","san267","san102","Phytoplankton complex","Zooplankton complex"
183,"Q","43","san102","san102","Zooplankton complex","Zooplankton complex"
183,"Q","43","82770","san266","Prostigmata","Detritus complex"
183,"Q","43","san102","san266","Zooplankton complex","Detritus complex"
183,"Q","43","san102","san267","Zooplankton complex","Phytoplankton complex"
183,"Q","43","san267","san267","Phytoplankton complex","Phytoplankton complex"
183,"Q","43","san102","san272","Zooplankton complex","Biofilm complex"
193,"T","44","93294","10824","Amphipoda","Pilayella littoralis"
193,"T","44","70395","11217","Littorina","Laminaria"
193,"T","44","93294","11217","Amphipoda","Laminaria"
193,"T","44","78979","11289","Katharina tunicata","Alaria"
193,"T","44","93294","11289","Amphipoda","Alaria"
193,"T","44","92283","11334","Sphaeromatidae","Fucus"
193,"T","44","78979","11334","Katharina tunicata","Fucus"
193,"T","44","70395","11334","Littorina","Fucus"
193,"T","44","69731","11334","Lottia","Fucus"
193,"T","44","93294","11334","Amphipoda","Fucus"
193,"T","44","93294","11540","Amphipoda","Porphyra"
193,"T","44","70395","11540","Littorina","Porphyra"
193,"T","44","78979","11540","Katharina tunicata","Porphyra"
193,"T","44","78979","12322","Katharina tunicata","Corallina"
193,"T","44","78897","12322","Tonicella","Corallina"
193,"T","44","93294","12322","Amphipoda","Corallina"
193,"T","44","92283","13440","Sphaeromatidae","Polysiphonia"
193,"T","44","78979","13440","Katharina tunicata","Polysiphonia"
193,"T","44","70395","13440","Littorina","Polysiphonia"
193,"T","44","93294","13440","Amphipoda","Polysiphonia"
193,"T","44","78979","13583","Katharina tunicata","Odonthalia"
193,"T","44","93294","13583","Amphipoda","Odonthalia"
193,"T","44","70395","13583","Littorina","Odonthalia"
193,"T","44","san102","157152","Zooplankton complex","Henricia"
193,"T","44","157225","157225","Leptasterias","Leptasterias"
193,"T","44","san267","202421","Phytoplankton complex","Bacteria"
193,"T","44","san102","202421","Zooplankton complex","Bacteria"
193,"T","44","48396","202421","Halichondria panicea","Bacteria"
193,"T","44","47771","202421","Haliclona","Bacteria"
193,"T","44","93294","202421","Amphipoda","Bacteria"
193,"T","44","157152","202421","Henricia","Bacteria"
193,"T","44","78979","2286","Katharina tunicata","Bacillariophyta"
193,"T","44","69731","2286","Lottia","Bacillariophyta"
193,"T","44","656266","2286","Balanus nubilus","Bacillariophyta"
193,"T","44","93294","2286","Amphipoda","Bacillariophyta"
193,"T","44","70395","2286","Littorina","Bacillariophyta"
193,"T","44","92283","2286","Sphaeromatidae","Bacillariophyta"
193,"T","44","568350","2286","Tectura persona","Bacillariophyta"
193,"T","44","78897","2286","Tonicella","Bacillariophyta"
193,"T","44","89687","2286","Semibalanus balanoides","Bacillariophyta"
193,"T","44","san102","2286","Zooplankton complex","Bacillariophyta"
193,"T","44","san267","2286","Phytoplankton complex","Bacillariophyta"
193,"T","44","79452","2286","Mytilus","Bacillariophyta"
193,"T","44","157152","48396","Henricia","Halichondria panicea"
193,"T","44","78979","48396","Katharina tunicata","Halichondria panicea"
193,"T","44","san102","57411","Zooplankton complex","Nemertea"
193,"T","44","93294","57411","Amphipoda","Nemertea"
193,"T","44","57411","57411","Nemertea","Nemertea"
193,"T","44","78979","601","Katharina tunicata","Cyanophycota"
193,"T","44","san267","601","Phytoplankton complex","Cyanophycota"
193,"T","44","93294","601","Amphipoda","Cyanophycota"
193,"T","44","san102","601","Zooplankton complex","Cyanophycota"
193,"T","44","70395","601","Littorina","Cyanophycota"
193,"T","44","69731","601","Lottia","Cyanophycota"
193,"T","44","92283","6501","Sphaeromatidae","Ulvaceae"
193,"T","44","79452","6501","Mytilus","Ulvaceae"
193,"T","44","78979","6501","Katharina tunicata","Ulvaceae"
193,"T","44","70395","6501","Littorina","Ulvaceae"
193,"T","44","93294","6501","Amphipoda","Ulvaceae"
193,"T","44","69731","6720","Lottia","Acrosiphoniaceae"
193,"T","44","93294","6720","Amphipoda","Acrosiphoniaceae"
193,"T","44","70395","6720","Littorina","Acrosiphoniaceae"
193,"T","44","78979","6720","Katharina tunicata","Acrosiphoniaceae"
193,"T","44","57411","69731","Nemertea","Lottia"
193,"T","44","157225","69731","Leptasterias","Lottia"
193,"T","44","157225","70395","Leptasterias","Littorina"
193,"T","44","57411","70395","Nemertea","Littorina"
193,"T","44","san102","70395","Zooplankton complex","Littorina"
193,"T","44","157225","73293","Leptasterias","Nucella canaliculata"
193,"T","44","157225","78897","Leptasterias","Tonicella"
193,"T","44","157225","78979","Leptasterias","Katharina tunicata"
193,"T","44","73293","79452","Nucella canaliculata","Mytilus"
193,"T","44","157225","79452","Leptasterias","Mytilus"
193,"T","44","san102","79452","Zooplankton complex","Mytilus"
193,"T","44","73293","89592","Nucella canaliculata","Chthamalus dalli"
193,"T","44","57411","89592","Nemertea","Chthamalus dalli"
193,"T","44","san102","89592","Zooplankton complex","Chthamalus dalli"
193,"T","44","78979","89592","Katharina tunicata","Chthamalus dalli"
193,"T","44","157225","89592","Leptasterias","Chthamalus dalli"
193,"T","44","69731","89592","Lottia","Chthamalus dalli"
193,"T","44","san102","92283","Zooplankton complex","Sphaeromatidae"
193,"T","44","57411","93294","Nemertea","Amphipoda"
193,"T","44","san102","93294","Zooplankton complex","Amphipoda"
193,"T","44","93294","93294","Amphipoda","Amphipoda"
193,"T","44","52562","93294","Epiactis","Amphipoda"
193,"T","44","89592","san102","Chthamalus dalli","Zooplankton complex"
193,"T","44","47771","san102","Haliclona","Zooplankton complex"
193,"T","44","89687","san102","Semibalanus balanoides","Zooplankton complex"
193,"T","44","57411","san102","Nemertea","Zooplankton complex"
193,"T","44","70395","san102","Littorina","Zooplankton complex"
193,"T","44","san267","san102","Phytoplankton complex","Zooplankton complex"
193,"T","44","48396","san102","Halichondria panicea","Zooplankton complex"
193,"T","44","san102","san102","Zooplankton complex","Zooplankton complex"
193,"T","44","93294","san102","Amphipoda","Zooplankton complex"
193,"T","44","78979","san102","Katharina tunicata","Zooplankton complex"
193,"T","44","68076","san102","Sabellidae","Zooplankton complex"
193,"T","44","656266","san102","Balanus nubilus","Zooplankton complex"
193,"T","44","79452","san102","Mytilus","Zooplankton complex"
193,"T","44","70395","san21","Littorina","Neorhodomela"
193,"T","44","93294","san21","Amphipoda","Neorhodomela"
193,"T","44","78979","san21","Katharina tunicata","Neorhodomela"
193,"T","44","70395","san252","Littorina","Brown crust complex"
193,"T","44","78979","san252","Katharina tunicata","Brown crust complex"
193,"T","44","69731","san252","Lottia","Brown crust complex"
193,"T","44","70395","san262","Littorina","Crustose coralline algae complex"
193,"T","44","78897","san262","Tonicella","Crustose coralline algae complex"
193,"T","44","69731","san262","Lottia","Crustose coralline algae complex"
193,"T","44","78979","san262","Katharina tunicata","Crustose coralline algae complex"
193,"T","44","157152","san266","Henricia","Detritus complex"
193,"T","44","93294","san266","Amphipoda","Detritus complex"
193,"T","44","89687","san266","Semibalanus balanoides","Detritus complex"
193,"T","44","656266","san266","Balanus nubilus","Detritus complex"
193,"T","44","48396","san266","Halichondria panicea","Detritus complex"
193,"T","44","70395","san266","Littorina","Detritus complex"
193,"T","44","san102","san266","Zooplankton complex","Detritus complex"
193,"T","44","47771","san266","Haliclona","Detritus complex"
193,"T","44","79452","san266","Mytilus","Detritus complex"
193,"T","44","52562","san266","Epiactis","Detritus complex"
193,"T","44","89592","san266","Chthamalus dalli","Detritus complex"
193,"T","44","68076","san266","Sabellidae","Detritus complex"
193,"T","44","92283","san266","Sphaeromatidae","Detritus complex"
193,"T","44","47771","san267","Haliclona","Phytoplankton complex"
193,"T","44","78897","san267","Tonicella","Phytoplankton complex"
193,"T","44","656266","san267","Balanus nubilus","Phytoplankton complex"
193,"T","44","79452","san267","Mytilus","Phytoplankton complex"
193,"T","44","93294","san267","Amphipoda","Phytoplankton complex"
193,"T","44","89687","san267","Semibalanus balanoides","Phytoplankton complex"
193,"T","44","70395","san267","Littorina","Phytoplankton complex"
193,"T","44","92283","san267","Sphaeromatidae","Phytoplankton complex"
193,"T","44","68076","san267","Sabellidae","Phytoplankton complex"
193,"T","44","san267","san267","Phytoplankton complex","Phytoplankton complex"
193,"T","44","69731","san267","Lottia","Phytoplankton complex"
193,"T","44","78979","san267","Katharina tunicata","Phytoplankton complex"
193,"T","44","89592","san267","Chthamalus dalli","Phytoplankton complex"
193,"T","44","48396","san267","Halichondria panicea","Phytoplankton complex"
193,"T","44","san102","san267","Zooplankton complex","Phytoplankton complex"
193,"T","44","568350","san267","Tectura persona","Phytoplankton complex"
193,"T","44","93294","san272","Amphipoda","Biofilm complex"
193,"T","44","78897","san272","Tonicella","Biofilm complex"
193,"T","44","70395","san272","Littorina","Biofilm complex"
193,"T","44","san102","san272","Zooplankton complex","Biofilm complex"
193,"T","44","69731","san272","Lottia","Biofilm complex"
193,"T","44","78979","san272","Katharina tunicata","Biofilm complex"
193,"T","44","568350","san272","Tectura persona","Biofilm complex"
185,"Q","44","78979","11289","Katharina tunicata","Alaria"
185,"Q","44","78897","12322","Tonicella","Corallina"
185,"Q","44","78979","12322","Katharina tunicata","Corallina"
185,"Q","44","78979","13583","Katharina tunicata","Odonthalia"
185,"Q","44","san102","157152","Zooplankton complex","Henricia"
185,"Q","44","157225","157225","Leptasterias","Leptasterias"
185,"Q","44","157152","202421","Henricia","Bacteria"
185,"Q","44","san102","202421","Zooplankton complex","Bacteria"
185,"Q","44","san267","202421","Phytoplankton complex","Bacteria"
185,"Q","44","656266","2286","Balanus nubilus","Bacillariophyta"
185,"Q","44","92283","2286","Sphaeromatidae","Bacillariophyta"
185,"Q","44","san102","2286","Zooplankton complex","Bacillariophyta"
185,"Q","44","78897","2286","Tonicella","Bacillariophyta"
185,"Q","44","78979","2286","Katharina tunicata","Bacillariophyta"
185,"Q","44","san267","2286","Phytoplankton complex","Bacillariophyta"
185,"Q","44","78979","601","Katharina tunicata","Cyanophycota"
185,"Q","44","san267","601","Phytoplankton complex","Cyanophycota"
185,"Q","44","san102","601","Zooplankton complex","Cyanophycota"
185,"Q","44","157225","73293","Leptasterias","Nucella canaliculata"
185,"Q","44","157225","78897","Leptasterias","Tonicella"
185,"Q","44","157225","78979","Leptasterias","Katharina tunicata"
185,"Q","44","san102","92283","Zooplankton complex","Sphaeromatidae"
185,"Q","44","656266","san102","Balanus nubilus","Zooplankton complex"
185,"Q","44","san267","san102","Phytoplankton complex","Zooplankton complex"
185,"Q","44","78979","san102","Katharina tunicata","Zooplankton complex"
185,"Q","44","san102","san102","Zooplankton complex","Zooplankton complex"
185,"Q","44","78897","san262","Tonicella","Crustose coralline algae complex"
185,"Q","44","78979","san262","Katharina tunicata","Crustose coralline algae complex"
185,"Q","44","157152","san266","Henricia","Detritus complex"
185,"Q","44","san102","san266","Zooplankton complex","Detritus complex"
185,"Q","44","656266","san266","Balanus nubilus","Detritus complex"
185,"Q","44","92283","san266","Sphaeromatidae","Detritus complex"
185,"Q","44","92283","san267","Sphaeromatidae","Phytoplankton complex"
185,"Q","44","78897","san267","Tonicella","Phytoplankton complex"
185,"Q","44","78979","san267","Katharina tunicata","Phytoplankton complex"
185,"Q","44","san267","san267","Phytoplankton complex","Phytoplankton complex"
185,"Q","44","656266","san267","Balanus nubilus","Phytoplankton complex"
185,"Q","44","san102","san267","Zooplankton complex","Phytoplankton complex"
185,"Q","44","78979","san272","Katharina tunicata","Biofilm complex"
185,"Q","44","san102","san272","Zooplankton complex","Biofilm complex"
185,"Q","44","78897","san272","Tonicella","Biofilm complex"
186,"Q","44","78979","11289","Katharina tunicata","Alaria"
186,"Q","44","78979","12322","Katharina tunicata","Corallina"
186,"Q","44","78979","13583","Katharina tunicata","Odonthalia"
186,"Q","44","san102","157152","Zooplankton complex","Henricia"
186,"Q","44","157225","157225","Leptasterias","Leptasterias"
186,"Q","44","san102","202421","Zooplankton complex","Bacteria"
186,"Q","44","157152","202421","Henricia","Bacteria"
186,"Q","44","san267","202421","Phytoplankton complex","Bacteria"
186,"Q","44","78979","2286","Katharina tunicata","Bacillariophyta"
186,"Q","44","69731","2286","Lottia","Bacillariophyta"
186,"Q","44","568350","2286","Tectura persona","Bacillariophyta"
186,"Q","44","san102","2286","Zooplankton complex","Bacillariophyta"
186,"Q","44","656266","2286","Balanus nubilus","Bacillariophyta"
186,"Q","44","san267","2286","Phytoplankton complex","Bacillariophyta"
186,"Q","44","san102","57411","Zooplankton complex","Nemertea"
186,"Q","44","57411","57411","Nemertea","Nemertea"
186,"Q","44","san267","601","Phytoplankton complex","Cyanophycota"
186,"Q","44","78979","601","Katharina tunicata","Cyanophycota"
186,"Q","44","69731","601","Lottia","Cyanophycota"
186,"Q","44","san102","601","Zooplankton complex","Cyanophycota"
186,"Q","44","78979","6501","Katharina tunicata","Ulvaceae"
186,"Q","44","57411","69731","Nemertea","Lottia"
186,"Q","44","157225","69731","Leptasterias","Lottia"
186,"Q","44","157225","78979","Leptasterias","Katharina tunicata"
186,"Q","44","656266","san102","Balanus nubilus","Zooplankton complex"
186,"Q","44","78979","san102","Katharina tunicata","Zooplankton complex"
186,"Q","44","san102","san102","Zooplankton complex","Zooplankton complex"
186,"Q","44","san267","san102","Phytoplankton complex","Zooplankton complex"
186,"Q","44","68076","san102","Sabellidae","Zooplankton complex"
186,"Q","44","57411","san102","Nemertea","Zooplankton complex"
186,"Q","44","78979","san252","Katharina tunicata","Brown crust complex"
186,"Q","44","69731","san252","Lottia","Brown crust complex"
186,"Q","44","69731","san262","Lottia","Crustose coralline algae complex"
186,"Q","44","78979","san262","Katharina tunicata","Crustose coralline algae complex"
186,"Q","44","157152","san266","Henricia","Detritus complex"
186,"Q","44","656266","san266","Balanus nubilus","Detritus complex"
186,"Q","44","san102","san266","Zooplankton complex","Detritus complex"
186,"Q","44","68076","san266","Sabellidae","Detritus complex"
186,"Q","44","san267","san267","Phytoplankton complex","Phytoplankton complex"
186,"Q","44","656266","san267","Balanus nubilus","Phytoplankton complex"
186,"Q","44","568350","san267","Tectura persona","Phytoplankton complex"
186,"Q","44","69731","san267","Lottia","Phytoplankton complex"
186,"Q","44","68076","san267","Sabellidae","Phytoplankton complex"
186,"Q","44","78979","san267","Katharina tunicata","Phytoplankton complex"
186,"Q","44","san102","san267","Zooplankton complex","Phytoplankton complex"
186,"Q","44","san102","san272","Zooplankton complex","Biofilm complex"
186,"Q","44","568350","san272","Tectura persona","Biofilm complex"
186,"Q","44","69731","san272","Lottia","Biofilm complex"
186,"Q","44","78979","san272","Katharina tunicata","Biofilm complex"
187,"Q","44","78979","11289","Katharina tunicata","Alaria"
187,"Q","44","78979","12322","Katharina tunicata","Corallina"
187,"Q","44","157225","157225","Leptasterias","Leptasterias"
187,"Q","44","san267","202421","Phytoplankton complex","Bacteria"
187,"Q","44","san102","202421","Zooplankton complex","Bacteria"
187,"Q","44","san267","2286","Phytoplankton complex","Bacillariophyta"
187,"Q","44","568350","2286","Tectura persona","Bacillariophyta"
187,"Q","44","78979","2286","Katharina tunicata","Bacillariophyta"
187,"Q","44","69731","2286","Lottia","Bacillariophyta"
187,"Q","44","656266","2286","Balanus nubilus","Bacillariophyta"
187,"Q","44","san102","2286","Zooplankton complex","Bacillariophyta"
187,"Q","44","57411","57411","Nemertea","Nemertea"
187,"Q","44","san102","57411","Zooplankton complex","Nemertea"
187,"Q","44","69731","601","Lottia","Cyanophycota"
187,"Q","44","san267","601","Phytoplankton complex","Cyanophycota"
187,"Q","44","san102","601","Zooplankton complex","Cyanophycota"
187,"Q","44","78979","601","Katharina tunicata","Cyanophycota"
187,"Q","44","157225","69731","Leptasterias","Lottia"
187,"Q","44","57411","69731","Nemertea","Lottia"
187,"Q","44","157225","78979","Leptasterias","Katharina tunicata"
187,"Q","44","78979","san102","Katharina tunicata","Zooplankton complex"
187,"Q","44","656266","san102","Balanus nubilus","Zooplankton complex"
187,"Q","44","san102","san102","Zooplankton complex","Zooplankton complex"
187,"Q","44","68076","san102","Sabellidae","Zooplankton complex"
187,"Q","44","57411","san102","Nemertea","Zooplankton complex"
187,"Q","44","san267","san102","Phytoplankton complex","Zooplankton complex"
187,"Q","44","78979","san252","Katharina tunicata","Brown crust complex"
187,"Q","44","69731","san252","Lottia","Brown crust complex"
187,"Q","44","69731","san262","Lottia","Crustose coralline algae complex"
187,"Q","44","78979","san262","Katharina tunicata","Crustose coralline algae complex"
187,"Q","44","656266","san266","Balanus nubilus","Detritus complex"
187,"Q","44","san102","san266","Zooplankton complex","Detritus complex"
187,"Q","44","68076","san266","Sabellidae","Detritus complex"
187,"Q","44","568350","san267","Tectura persona","Phytoplankton complex"
187,"Q","44","656266","san267","Balanus nubilus","Phytoplankton complex"
187,"Q","44","san102","san267","Zooplankton complex","Phytoplankton complex"
187,"Q","44","69731","san267","Lottia","Phytoplankton complex"
187,"Q","44","78979","san267","Katharina tunicata","Phytoplankton complex"
187,"Q","44","san267","san267","Phytoplankton complex","Phytoplankton complex"
187,"Q","44","68076","san267","Sabellidae","Phytoplankton complex"
187,"Q","44","568350","san272","Tectura persona","Biofilm complex"
187,"Q","44","san102","san272","Zooplankton complex","Biofilm complex"
187,"Q","44","78979","san272","Katharina tunicata","Biofilm complex"
187,"Q","44","69731","san272","Lottia","Biofilm complex"
188,"Q","44","93294","11289","Amphipoda","Alaria"
188,"Q","44","78979","11289","Katharina tunicata","Alaria"
188,"Q","44","93294","12322","Amphipoda","Corallina"
188,"Q","44","78979","12322","Katharina tunicata","Corallina"
188,"Q","44","93294","13440","Amphipoda","Polysiphonia"
188,"Q","44","78979","13440","Katharina tunicata","Polysiphonia"
188,"Q","44","93294","13583","Amphipoda","Odonthalia"
188,"Q","44","78979","13583","Katharina tunicata","Odonthalia"
188,"Q","44","157225","157225","Leptasterias","Leptasterias"
188,"Q","44","93294","202421","Amphipoda","Bacteria"
188,"Q","44","48396","202421","Halichondria panicea","Bacteria"
188,"Q","44","san102","202421","Zooplankton complex","Bacteria"
188,"Q","44","47771","202421","Haliclona","Bacteria"
188,"Q","44","san267","202421","Phytoplankton complex","Bacteria"
188,"Q","44","69731","2286","Lottia","Bacillariophyta"
188,"Q","44","san102","2286","Zooplankton complex","Bacillariophyta"
188,"Q","44","78979","2286","Katharina tunicata","Bacillariophyta"
188,"Q","44","san267","2286","Phytoplankton complex","Bacillariophyta"
188,"Q","44","93294","2286","Amphipoda","Bacillariophyta"
188,"Q","44","656266","2286","Balanus nubilus","Bacillariophyta"
188,"Q","44","78979","48396","Katharina tunicata","Halichondria panicea"
188,"Q","44","san102","601","Zooplankton complex","Cyanophycota"
188,"Q","44","78979","601","Katharina tunicata","Cyanophycota"
188,"Q","44","93294","601","Amphipoda","Cyanophycota"
188,"Q","44","69731","601","Lottia","Cyanophycota"
188,"Q","44","san267","601","Phytoplankton complex","Cyanophycota"
188,"Q","44","78979","6501","Katharina tunicata","Ulvaceae"
188,"Q","44","93294","6501","Amphipoda","Ulvaceae"
188,"Q","44","69731","6720","Lottia","Acrosiphoniaceae"
188,"Q","44","78979","6720","Katharina tunicata","Acrosiphoniaceae"
188,"Q","44","93294","6720","Amphipoda","Acrosiphoniaceae"
188,"Q","44","157225","69731","Leptasterias","Lottia"
188,"Q","44","157225","78979","Leptasterias","Katharina tunicata"
188,"Q","44","157225","89592","Leptasterias","Chthamalus dalli"
188,"Q","44","78979","89592","Katharina tunicata","Chthamalus dalli"
188,"Q","44","69731","89592","Lottia","Chthamalus dalli"
188,"Q","44","san102","89592","Zooplankton complex","Chthamalus dalli"
188,"Q","44","san102","93294","Zooplankton complex","Amphipoda"
188,"Q","44","52562","93294","Epiactis","Amphipoda"
188,"Q","44","93294","93294","Amphipoda","Amphipoda"
188,"Q","44","47771","san102","Haliclona","Zooplankton complex"
188,"Q","44","68076","san102","Sabellidae","Zooplankton complex"
188,"Q","44","78979","san102","Katharina tunicata","Zooplankton complex"
188,"Q","44","93294","san102","Amphipoda","Zooplankton complex"
188,"Q","44","656266","san102","Balanus nubilus","Zooplankton complex"
188,"Q","44","san102","san102","Zooplankton complex","Zooplankton complex"
188,"Q","44","san267","san102","Phytoplankton complex","Zooplankton complex"
